recipe_name,clean_recipe_name,meal_type,cuisine_type,dish_type,ingredients,main_ingredients,calories,protein,carbs,fat,servings,url,everyday_fit_score
Cinnamon Apple Cake,Cinnamon Apple Cake,"[""lunch/dinner""]","[""american""]","[""desserts""]","[{'food': 'apples', 'text': '6 to 8 apples', 'weight': 1274, 'measure': '<unit>', 'quantity': 7}, {'food': 'cinnamon', 'text': '1 tablespoon cinnamon', 'weight': 7.8, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'sugar', 'text': '5 to 7 tablespoons sugar', 'weight': 75, 'measure': 'tablespoon', 'quantity': 6}, {'food': 'all-purpose flour', 'text': '2 and ¾ cups all-purpose flour', 'weight': 343.75, 'measure': 'cup', 'quantity': 2.75}, {'food': 'baking powder', 'text': '1 tablespoon baking powder', 'weight': 13.79999999906673, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'salt', 'text': '1 teaspoon salt', 'weight': 6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'canola oil', 'text': '1 cup canola oil', 'weight': 218, 'measure': 'cup', 'quantity': 1}, {'food': 'white sugar', 'text': '2 cups white sugar', 'weight': 400, 'measure': 'cup', 'quantity': 2}, {'food': 'orange juice', 'text': '¼ cup orange juice', 'weight': 62, 'measure': 'cup', 'quantity': 0.25}, {'food': 'vanilla', 'text': '4 teaspoons vanilla', 'weight': 16.8, 'measure': 'teaspoon', 'quantity': 4}, {'food': 'eggs', 'text': '4 eggs', 'weight': 172, 'measure': '<unit>', 'quantity': 4}]","['apples', 'sugar', 'all purpose flour', 'baking powder', 'white sugar', 'orange juice', 'vanilla', 'eggs']",6027.65,61.16,932.51,240.12,18.0,https://honestcooking.com/cinnamon-apple-cake,110
Wild Rice and Ham Casserole,Wild Rice And Ham Casserole,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'long grain and wild rice', 'text': '1 (6 ounce) package quick-cooking long grain and wild rice mix', 'weight': 170.09713875, 'measure': 'ounce', 'quantity': 6}, {'food': 'broccoli', 'text': '1 (10 ounce) package frozen cut broccoli, thawed and drained', 'weight': 283.49523125, 'measure': 'ounce', 'quantity': 10}, {'food': 'ham', 'text': '2 cups cubed fully cooked ham', 'weight': 453.6, 'measure': 'cup', 'quantity': 2}, {'food': 'condensed cream of mushroom soup', 'text': '1 (10.75 ounce) can condensed cream of mushroom soup, undiluted', 'weight': 304.75737359375, 'measure': 'ounce', 'quantity': 10.75}, {'food': 'mayonnaise', 'text': '1 cup mayonnaise', 'weight': 231, 'measure': 'cup', 'quantity': 1}, {'food': 'mustard', 'text': '2 teaspoons prepared mustard', 'weight': 10, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'Cheddar cheese', 'text': '1 cup shredded Cheddar cheese', 'weight': 113, 'measure': 'cup', 'quantity': 1}]","['long grain and wild rice', 'broccoli', 'ham', 'condensed cream of mushroom soup', 'mayonnaise', 'mustard', 'cheddar cheese']",4119.51,128.2,172.94,326.79,6.0,https://www.allrecipes.com/recipe/124749/wild-rice-and-ham-casserole/,110
Soft burger buns,Soft Burger Buns,"[""lunch/dinner""]","[""american""]","[""sandwiches""]","[{'food': 'whole milk', 'text': '200ml whole milk, plus extra for brushing', 'weight': 206.2655384812423, 'measure': 'milliliter', 'quantity': 200}, {'food': 'unsalted butter', 'text': '50g unsalted butter', 'weight': 50, 'measure': 'gram', 'quantity': 50}, {'food': 'flour', 'text': '500g plain flour, plus extra for dusting', 'weight': 500, 'measure': 'gram', 'quantity': 500}, {'food': 'caster sugar', 'text': '1 tbsp caster sugar', 'weight': 12, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'yeast', 'text': '7g sachet fast-action dried yeast', 'weight': 7, 'measure': 'gram', 'quantity': 7}, {'food': 'egg', 'text': '1 egg, beaten', 'weight': 43, 'measure': '<unit>', 'quantity': 1}, {'food': 'sesame seeds', 'text': 'sesame seeds (optional)', 'weight': 8.182655384812422, 'measure': None, 'quantity': 0}]","['milk', 'unsalted butter', 'flour', 'caster sugar', 'yeast', 'egg', 'sesame seeds']",2481.89,68.12,408.54,60.84,10.0,https://www.bbcgoodfood.com/recipes/soft-burger-buns,110
Dump & Bake Crockpot Veggie Omelet recipes,Dump & Bake Crockpot Veggie Omelet Recipes,"[""breakfast""]","[""american""]","[""egg"",""main course""]","[{'food': 'eggs', 'text': '6 eggs', 'weight': 258, 'measure': '<unit>', 'quantity': 6}, {'food': 'egg whites', 'text': '4 egg whites', 'weight': 105.6, 'measure': '<unit>', 'quantity': 4}, {'food': 'unsweetened almond milk', 'text': '½ cup unsweetened almond milk', 'weight': 120, 'measure': 'cup', 'quantity': 0.5}, {'food': 'spinach', 'text': '1 cup spinach', 'weight': 30, 'measure': 'cup', 'quantity': 1}, {'food': 'white onion', 'text': '½ cup sliced white onion', 'weight': 57.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'bell peppers', 'text': '1 cup mixed bell peppers, sliced (or 1 whole bell pepper diced)', 'weight': 149, 'measure': 'cup', 'quantity': 1}, {'food': 'garlic powder', 'text': '1 tsp. garlic powder', 'weight': 3.1, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'dried parsley', 'text': '1 tsp. dried parsley', 'weight': 0.5, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': 'salt', 'weight': 4.3422, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'pepper', 'weight': 2.1711, 'measure': None, 'quantity': 0}]","['eggs', 'egg whites', 'unsweetened almond milk', 'spinach', 'white onion', 'bell peppers']",527.66,48.57,23.35,26.78,4.0,http://skinnyfitalicious.com/crockpot-veggie-omelet/,110
Super Sweet Potato Fries,Super Sweet Potato Fries,"[""lunch/dinner""]","[""south american""]","[""starter""]","[{'food': 'cooked ground turkey', 'text': '* 2 lb cooked ground turkey', 'weight': 907.18474, 'measure': 'pound', 'quantity': 2}, {'food': 'tomato sauce', 'text': '* 1 (28oz) can tomato sauce', 'weight': 793.7866475000001, 'measure': 'ounce', 'quantity': 28}, {'food': 'tomato', 'text': '* 1 (14oz) can fire roasted tomato, drained', 'weight': 396.89332375, 'measure': 'ounce', 'quantity': 14}, {'food': 'yellow onion', 'text': '* 2 small yellow onion (diced)', 'weight': 140, 'measure': '<unit>', 'quantity': 2}, {'food': 'zucchini', 'text': '* 2 small zucchini (peeled and diced)', 'weight': 236, 'measure': '<unit>', 'quantity': 2}, {'food': 'garlic', 'text': '* 2 clove garlic or garlic powder', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'chili powder', 'text': '* 4 tablespoon chili powder', 'weight': 32, 'measure': 'tablespoon', 'quantity': 4}, {'food': 'sea salt', 'text': '* sea salt plus black pepper', 'weight': 19.7511882675, 'measure': None, 'quantity': 0}, {'food': 'black pepper', 'text': '* sea salt plus black pepper', 'weight': 9.87559413375, 'measure': None, 'quantity': 0}, {'food': 'sweet potato', 'text': '* 4-8 baked sweet potato', 'weight': 780, 'measure': '<unit>', 'quantity': 6}]","['turkey', 'tomato sauce', 'tomato', 'yellow onion', 'zucchini', 'garlic', 'sweet potato']",2986.48,283.6,257.33,103.93,12.0,http://simplegreenmoms.com/super-sweet-potato-fries/,110
Pigs In A Blanket,Pigs In A Blanket,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'yeast', 'text': '1 package (1/4 ounce) active dry yeast', 'weight': 7.08738078125, 'measure': 'ounce', 'quantity': 0.25}, {'food': 'Cane Sugar', 'text': '1/3 cup plus 1 teaspoon Domino® or C&H® Granulated Pure Cane Sugar, divided', 'weight': 48.33333333333333, 'measure': 'cup', 'quantity': 0.3333333333333333}, {'food': 'Cane Sugar', 'text': '1/3 cup plus 1 teaspoon Domino® or C&H® Granulated Pure Cane Sugar, divided', 'weight': 3, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'milk', 'text': '2/3 cup warm milk (110° to 115°)', 'weight': 162.6666666666667, 'measure': 'cup', 'quantity': 0.6666666666666666}, {'food': 'water', 'text': '1/3 cup warm water (110° to 115°)', 'weight': 78.86274549999999, 'measure': 'cup', 'quantity': 0.3333333333333333}, {'food': 'egg', 'text': '1 egg, beaten', 'weight': 43, 'measure': '<unit>', 'quantity': 1}, {'food': 'shortening', 'text': '2 tablespoons plus 2 teaspoons shortening, melted', 'weight': 25.6, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'shortening', 'text': '2 tablespoons plus 2 teaspoons shortening, melted', 'weight': 8.54166666709991, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'salt', 'text': '1 teaspoon salt', 'weight': 6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'all-purpose flour', 'text': '3-2/3 cups all-purpose flour', 'weight': 458.3333333333333, 'measure': 'cup', 'quantity': 3.666666666666667}, {'food': 'hot dogs', 'text': '10 hot dogs', 'weight': 450, 'measure': '<unit>', 'quantity': 10}, {'food': 'American cheese', 'text': '2 slices process American cheese', 'weight': 42, 'measure': 'slice', 'quantity': 2}]","['yeast', 'cane sugar', 'milk', 'egg', 'shortening', 'all purpose flour', 'hot dogs', 'american cheese']",3860.48,120.83,422.34,183.22,14.0,http://realmomkitchen.com/346/pigs-in-a-blanket/,110
Curried String / Green Beans,Curried String / Green Beans,"[""lunch/dinner""]","[""south east asian""]","[""main course""]","[{'food': 'onion', 'text': '1 large onion, finely chopped', 'weight': 150, 'measure': '<unit>', 'quantity': 1}, {'food': 'oil', 'text': '3 tablespoons oil', 'weight': 42, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'garlic', 'text': '4 garlic cloves, minced', 'weight': 12, 'measure': 'clove', 'quantity': 4}, {'food': 'string beans', 'text': '2 lbs string beans, washed and trimmed', 'weight': 907.18474, 'measure': 'pound', 'quantity': 2}, {'food': 'tomatoes', 'text': '1 large tomatoes, seeded and finely chopped', 'weight': 153.75, 'measure': '<unit>', 'quantity': 1}, {'food': 'tomato paste', 'text': '3 tablespoons tomato paste', 'weight': 48, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'curry powder', 'text': '1 -2 teaspoon curry powder', 'weight': 3, 'measure': 'teaspoon', 'quantity': 1.5}, {'food': 'sugar', 'text': '1 teaspoon sugar', 'weight': 4.2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': 'salt and pepper', 'weight': 7.920808440000001, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'salt and pepper', 'weight': 3.96040422, 'measure': None, 'quantity': 0}]","['onion', 'garlic', 'string beans', 'tomatoes', 'tomato paste', 'curry powder', 'sugar']",833.37,23.28,104.68,45.29,6.0,http://www.food.com/recipe/curried-string-green-beans-74244,110
Cajun Sausage and Rice,Cajun Sausage And Rice,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'white rice', 'text': '3/4 cup uncooked regular long-grain white rice', 'weight': 146.25, 'measure': 'cup', 'quantity': 0.75}, {'food': 'water', 'text': '2 cups water', 'weight': 473.176473, 'measure': 'cup', 'quantity': 2}, {'food': 'salsa', 'text': ""1 cup Old El Paso™ Thick 'n Chunky salsa"", 'weight': 259, 'measure': 'cup', 'quantity': 1}, {'food': 'sausage', 'text': '8 oz smoked kielbasa or Polish sausage, thinly sliced', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'black-eyed peas', 'text': '1 can (15 to 16 oz) black-eyed peas, drained, rinsed', 'weight': 439.4176084375, 'measure': 'ounce', 'quantity': 15.5}, {'food': 'frozen corn', 'text': '1 cup frozen corn', 'weight': 136, 'measure': 'cup', 'quantity': 1}]","['white rice', 'salsa', 'sausage', 'black eyed peas', 'corn']",1712.81,73.47,223.2,61.01,4.0,https://www.bettycrocker.com/recipes/cajun-sausage-and-rice/8b6a7169-b893-4d8e-8864-0a626ced07d1,110
Slow-Cooked Chili,Slow Cooked Chili,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'ground beef', 'text': '2 pounds ground beef', 'weight': 907.18474, 'measure': 'pound', 'quantity': 2}, {'food': 'kidney beans', 'text': '2 (16 ounce) cans kidney beans, rinsed and drained', 'weight': 907.18474, 'measure': 'ounce', 'quantity': 32}, {'food': 'cans diced tomatoes', 'text': '2 (14.5 ounce) cans diced tomatoes, undrained', 'weight': 822.136170625, 'measure': 'ounce', 'quantity': 29}, {'food': 'onion', 'text': '1 onion, chopped', 'weight': 125, 'measure': '<unit>', 'quantity': 1}, {'food': 'green bell peppers', 'text': '2 green bell peppers, chopped, divided', 'weight': 232.5777777777778, 'measure': '<unit>', 'quantity': 2}, {'food': 'red bell pepper', 'text': '1 red bell pepper, chopped, divided', 'weight': 119, 'measure': '<unit>', 'quantity': 1}, {'food': 'chili powder', 'text': '2 tablespoons chili powder', 'weight': 16, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'garlic', 'text': '2 cloves garlic, minced', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'salt', 'text': '2 teaspoons salt', 'weight': 12, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'black pepper', 'text': '1 teaspoon ground black pepper', 'weight': 2.3, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Cheddar cheese', 'text': '10 tablespoons shredded Cheddar cheese for garnish', 'weight': 153.3984374974065, 'measure': 'tablespoon', 'quantity': 10}]","['beef', 'kidney beans', 'cans tomatoes', 'onion', 'green bell peppers', 'red bell pepper', 'garlic', 'cheddar cheese']",4003.31,252.35,206.29,243.29,10.0,https://www.allrecipes.com/recipe/220348/slow-cooked-chili,110
Baked Swordfish Steaks,Baked Swordfish Steaks,"[""lunch/dinner""]","[""mediterranean""]","[""main course""]","[{'food': 'mushrooms', 'text': '4 ounces mushrooms', 'weight': 113.3980925, 'measure': 'ounce', 'quantity': 4}, {'food': 'onion', 'text': '1 cup onion', 'weight': 160, 'measure': 'cup', 'quantity': 1}, {'food': 'celery', 'text': '1 rib celery', 'weight': 40, 'measure': 'rib', 'quantity': 1}, {'food': 'green bell pepper', 'text': '1/2 green bell pepper (or red)', 'weight': 58.14444444444445, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'olive oil', 'text': '2 tablespoons olive oil', 'weight': 27, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'lemon juice', 'text': '2 tablespoons lemon juice', 'weight': 30.5, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'kosher salt', 'text': 'Dash kosher salt', 'weight': 0.606770833117901, 'measure': 'dash', 'quantity': 1}, {'food': 'pepper', 'text': 'Dash pepper', 'weight': 0.1, 'measure': 'dash', 'quantity': 1}, {'food': 'swordfish', 'text': '1 1/2 pounds swordfish (4 swordfish steaks)', 'weight': 680.388555, 'measure': 'pound', 'quantity': 1.5}, {'food': 'seasoning', 'text': '1/2 teaspoon Creole seasoning blend', 'weight': 0.75, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'bay leaves', 'text': '2 bay leaves (cut in half, or 4 small)', 'weight': 1.2, 'measure': '<unit>', 'quantity': 2}, {'food': 'grape tomatoes', 'text': '1 dozen grape tomatoes (or 2 large ripe tomatoes)', 'weight': 1476, 'measure': '<unit>', 'quantity': 12}, {'food': 'water', 'text': '3 to 4 tablespoons water or broth', 'weight': 51.7536767335, 'measure': 'tablespoon', 'quantity': 3.5}]","['mushrooms', 'onion', 'celery', 'green bell pepper', 'lemon juice', 'swordfish', 'grape tomatoes']",1603.32,153.35,83.5,76.14,4.0,https://www.thespruceeats.com/baked-swordfish-steaks-3061603,110
Cheese dip with vegetable bites,Cheese Dip With Vegetable Bites,"[""lunch/dinner""]","[""american""]","[""starter""]","[{'food': 'potatoes', 'text': '4 (160g) chat potatoes', 'weight': 640, 'measure': 'gram', 'quantity': 640}, {'food': 'corn', 'text': '115g baby corn', 'weight': 115, 'measure': 'gram', 'quantity': 115}, {'food': 'carrots', 'text': '1/2 bunch (8) baby (Dutch) carrots, trimmed, peeled', 'weight': 150, 'measure': 'bunch', 'quantity': 0.5}, {'food': 'asparagus', 'text': '1 bunch asparagus, trimmed', 'weight': 226.5, 'measure': 'bunch', 'quantity': 1}, {'food': 'capsicum', 'text': '1 large red capsicum, thickly sliced', 'weight': 119, 'measure': '<unit>', 'quantity': 1}, {'food': 'cheese', 'text': '1 1/3 cups reduced-fat pizza cheese', 'weight': 176, 'measure': 'cup', 'quantity': 1.333333333333333}, {'food': 'flour', 'text': '1/4 cup plain flour', 'weight': 31.25, 'measure': 'cup', 'quantity': 0.25}, {'food': 'stock', 'text': '1 1/2 cups Massel salt reduced chicken style liquid stock (see notes)', 'weight': 360, 'measure': 'cup', 'quantity': 1.5}]","['potatoes', 'corn', 'carrots', 'asparagus', 'capsicum', 'cheese', 'flour', 'stock']",1558.87,73.75,178.32,66.21,8.0,https://www.taste.com.au/recipes/cheese-dip-vegetable-bites/7b62022e-49c9-4d64-89f2-e2ae5184c34f,110
Amish Breakfast Casserole,Amish Breakfast Casserole,"[""breakfast""]","[""american""]","[""main course""]","[{'food': 'bacon', 'text': '1 lb bacon, diced', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'sweet onion', 'text': '1 medium sweet onion, chopped', 'weight': 331, 'measure': '<unit>', 'quantity': 1}, {'food': 'eggs', 'text': '6 eggs, lightly beaten', 'weight': 258, 'measure': '<unit>', 'quantity': 6}, {'food': 'frozen hash brown potatoes', 'text': '4 cups frozen hash brown potatoes, thawed', 'weight': 840, 'measure': 'cup', 'quantity': 4}, {'food': 'cheddar cheese', 'text': '2 cups shredded cheddar cheese', 'weight': 226, 'measure': 'cup', 'quantity': 2}, {'food': 'cottage cheese', 'text': '1 1⁄2 cups 4% cottage cheese', 'weight': 337.5, 'measure': 'cup', 'quantity': 1.5}, {'food': 'swiss cheese', 'text': '1 1⁄4 cups shredded swiss cheese', 'weight': 135, 'measure': 'cup', 'quantity': 1.25}, {'food': 'salt', 'text': 'salt and pepper', 'weight': 15.48655422, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'salt and pepper', 'weight': 7.743277110000001, 'measure': None, 'quantity': 0}]","['bacon', 'sweet onion', 'eggs', 'hash brown potatoes', 'cheddar cheese', 'cottage cheese', 'swiss cheese']",4737.79,241.07,201.45,330.16,12.0,http://www.food.com/recipe/amish-breakfast-casserole-452189,110
Corn Chowder,Corn Chowder,"[""lunch/dinner""]","[""american""]","[""soup""]","[{'food': 'Bacon', 'text': '½ cups Diced Bacon', 'weight': 56.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'Potatoes', 'text': '4 Medium Potatoes, Peeled And Chopped', 'weight': 852, 'measure': '<unit>', 'quantity': 4}, {'food': 'Onion', 'text': '1 Medium Onion, Finely Chopped', 'weight': 110, 'measure': '<unit>', 'quantity': 1}, {'food': 'Carrots', 'text': '½ cups Carrots, Finely Chopped', 'weight': 61, 'measure': 'cup', 'quantity': 0.5}, {'food': 'Vegetable Stock', 'text': '2 cups Vegetable Stock Or Low Sodium Chicken Stock', 'weight': 454, 'measure': 'cup', 'quantity': 2}, {'food': 'Cream Style Corn', 'text': '3 cups Cream Style Corn', 'weight': 768, 'measure': 'cup', 'quantity': 3}, {'food': 'Salt', 'text': '2 teaspoons Salt', 'weight': 12, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'Black Pepper', 'text': 'Ground Black Pepper To Taste', 'weight': 8.562, 'measure': None, 'quantity': 0}, {'food': 'Half-and-half', 'text': '2 cups Half-and-half', 'weight': 484, 'measure': 'cup', 'quantity': 2}, {'food': 'Cheddar Cheese', 'text': '½ cups Shredded Cheddar Cheese', 'weight': 56.5, 'measure': 'cup', 'quantity': 0.5}]","['bacon', 'potatoes', 'onion', 'carrots', 'vegetable stock', 'cream style corn', 'half and half', 'cheddar cheese']",2403.01,69.46,336.94,100.13,6.0,https://tastykitchen.com/recipes/soups/corn-chowder-14/,110
Chicken Balls,Chicken Balls,"[""lunch/dinner""]","[""french""]","[""main course""]","[{'food': 'chicken mince', 'text': '* 500 gram chicken mince', 'weight': 500, 'measure': 'gram', 'quantity': 500}, {'food': 'onion', 'text': '* 1 onion', 'weight': 125, 'measure': '<unit>', 'quantity': 1}, {'food': 'breadcrumb', 'text': '* 1/2 cup of breadcrumb', 'weight': 54, 'measure': 'cup', 'quantity': 0.5}, {'food': 'cheese', 'text': '* 1/2 cup tasty cheese grated', 'weight': 66, 'measure': 'cup', 'quantity': 0.5}, {'food': 'egg', 'text': '* 1 egg', 'weight': 43, 'measure': '<unit>', 'quantity': 1}, {'food': 'coriander', 'text': '* 1/4 cup coriander chopped', 'weight': 20.00000000033814, 'measure': 'cup', 'quantity': 0.25}, {'food': 'chilli sauce', 'text': '* 1/2 cup sweet chilli sauce', 'weight': 115.1999999941569, 'measure': 'cup', 'quantity': 0.5}]","['chicken mince', 'onion', 'breadcrumb', 'cheese', 'egg', 'coriander', 'chilli sauce']",1378.04,119.21,66.3,73.54,8.0,http://planningwithkids.com/2011/07/04/chicken-balls/,110
Mini Ravioli Taco Bake,Mini Ravioli Taco Bake,"[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'PAM', 'text': 'PAM® Original No-Stick Cooking Spray', 'weight': 23.0378442349375, 'measure': None, 'quantity': 0}, {'food': 'Ravioli', 'text': '2 (15 ounce) cans Chef Boyardee® Mini Ravioli® Beef Ravioli', 'weight': 850.48569375, 'measure': 'ounce', 'quantity': 30}, {'food': 'Diced Tomatoes', 'text': ""1 (14.5 ounce) can Hunt's® Diced Tomatoes, drained"", 'weight': 411.0680853125, 'measure': 'ounce', 'quantity': 14.5}, {'food': 'onion', 'text': '1/2 cup frozen chopped onion', 'weight': 80, 'measure': 'cup', 'quantity': 0.5}, {'food': 'taco seasoning', 'text': '1 1/2 tablespoons 30% less sodium taco seasoning mix (from 1.25-ounce package)', 'weight': 53.155355859375, 'measure': 'ounce', 'quantity': 1.875}, {'food': 'Cheddar cheese', 'text': '1 cup shredded Cheddar cheese', 'weight': 113, 'measure': 'cup', 'quantity': 1}, {'food': 'corn', 'text': '1 cup original corn chips', 'weight': 145, 'measure': 'cup', 'quantity': 1}, {'food': 'lettuce', 'text': '3/4 cup shredded lettuce', 'weight': 41.25, 'measure': 'cup', 'quantity': 0.75}]","['pam', 'ravioli', 'tomatoes', 'onion', 'taco seasoning', 'cheddar cheese', 'corn', 'lettuce']",3647.83,152.57,488.91,120.41,14.0,https://recipegoldmine.com/casspasta/mini-ravioli-taco-bake.html,110
Ganja-Style Chicken & Eggs recipes,Ganja Style Chicken & Eggs Recipes,"[""lunch/dinner""]","[""french""]","[""main course""]","[{'food': 'chicken', 'text': '1 Rotisserie chicken, cut up in bite-size pieces', 'weight': 1200, 'measure': '<unit>', 'quantity': 1}, {'food': 'clarified butter', 'text': 'About 10 tablespoons clarified butter or unsalted butter', 'weight': 128, 'measure': 'tablespoon', 'quantity': 10}, {'food': 'onions', 'text': '3 medium onions, cut in half lengthwise, then thinly sliced crosswise (3 packed cups)', 'weight': 480, 'measure': 'cup', 'quantity': 3}, {'food': 'mushrooms', 'text': '8 ounces of sliced mushrooms', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'turmeric', 'text': '¼ teaspoon turmeric (I used 1-inch grated fresh turmeric)', 'weight': 0.75, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'eggs', 'text': '4 large eggs', 'weight': 200, 'measure': '<unit>', 'quantity': 4}, {'food': 'salt', 'text': 'salt', 'weight': 13.41327711, 'measure': None, 'quantity': 0}, {'food': 'black pepper', 'text': 'ground black pepper', 'weight': 6.706638555000001, 'measure': None, 'quantity': 0}, {'food': 'cilantro', 'text': 'chopped fresh cilantro', 'weight': 22.35546185, 'measure': None, 'quantity': 0}]","['chicken', 'clarified butter', 'onions', 'mushrooms', 'eggs']",4234.29,261.76,54.8,329.14,5.0,http://www.cathyarkle.com/shepaused4thought/ganja-style-chicken/,110
Ice Cream Petit Fours,Ice Cream Petit Fours,"[""lunch/dinner""]","[""american""]","[""desserts""]","[{'food': 'eggs', 'text': '6 eggs, separated', 'weight': 258, 'measure': '<unit>', 'quantity': 6}, {'food': 'sugar', 'text': '1/2 cup, plus 4 teaspoons sugar', 'weight': 2.1, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'vanilla extract', 'text': '1 teaspoon vanilla extract', 'weight': 4.2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'cake flour', 'text': '1 1/8 cups cake flour, sifted', 'weight': 154.125, 'measure': 'cup', 'quantity': 1.125}, {'food': 'milk', 'text': '1/4 cup milk', 'weight': 61, 'measure': 'cup', 'quantity': 0.25}, {'food': 'unsalted butter', 'text': '2 tablespoons unsalted butter', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'vanilla ice cream', 'text': 'Two 1/2 gallons vanilla ice cream in rectangular cartons', 'weight': 2112, 'measure': 'gallon', 'quantity': 1}, {'food': 'semi-sweet chocolate', 'text': '4 (12-ounce) packages semi-sweet chocolate pieces', 'weight': 1360.77711, 'measure': 'ounce', 'quantity': 48}]","['eggs', 'sugar', 'cake flour', 'milk', 'unsalted butter', 'vanilla ice cream', 'semi sweet chocolate']",12091.5,178.38,1495.62,691.43,12.0,https://www.foodnetwork.com/recipes/robert-irvine/ice-cream-petit-fours-recipe-2102630,110
Stuffed Sweet Potatoes,Stuffed Sweet Potatoes,"[""lunch/dinner""]","[""mediterranean""]","[""main course""]","[{'food': 'sweet potatoes', 'text': '4 large sweet potatoes baked', 'weight': 650, 'measure': '<unit>', 'quantity': 4}, {'food': 'spinach', 'text': '2-3 C baby spinach washed, stems removed, and rough chopped', 'weight': 75, 'measure': 'cup', 'quantity': 2.5}, {'food': 'butter', 'text': '1/2 C butter room temperature', 'weight': 113.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'goat cheese', 'text': '1/2 C goat cheese crumbles room temperature', 'weight': 90, 'measure': 'cup', 'quantity': 0.5}, {'food': 'bacon', 'text': '4-5 thick cut slices bacon rough chopped', 'weight': 130.5, 'measure': 'slice', 'quantity': 4.5}, {'food': 'dried cranberries', 'text': '1/3 C dried cranberries', 'weight': 53.33333333333333, 'measure': 'cup', 'quantity': 0.3333333333333333}, {'food': 'pecans', 'text': '1/3 C chopped pecans', 'weight': 36.33333333333333, 'measure': 'cup', 'quantity': 0.3333333333333333}, {'food': 'chives', 'text': '1 1/2 Tbsp chopped chives', 'weight': 4.5, 'measure': 'tablespoon', 'quantity': 1.5}, {'food': 'parsley', 'text': '1 1/2 Tbsp chopped parsley', 'weight': 5.699999999999999, 'measure': 'tablespoon', 'quantity': 1.5}, {'food': 'black pepper', 'text': '1 tsp ground black pepper', 'weight': 2.3, 'measure': 'teaspoon', 'quantity': 1}]","['sweet potatoes', 'spinach', 'butter', 'goat cheese', 'bacon', 'cranberries', 'pecans', 'chives']",2565.01,51.82,184.68,186.97,4.0,https://southerndiscourse.com/stuffed-sweet-potatoes/,110
